Mod:Item:MetaData, Localized Name
chiselsandbits:block_bit:0, Chiseled Bit - §1Blue Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §5Purple Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §3Cyan Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §7Light Grey Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §8Grey Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §dPink Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §aLime Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §eYellow Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §9Light Blue Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §dMagenta Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §6Orange Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §fWhite Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §8Black Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §cRed Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §2Green Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §6Brown Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §1Blue Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §5Purple Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §3Cyan Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §7Light Grey Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §8Grey Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §dPink Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §aLime Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §eYellow Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §9Light Blue Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §dMagenta Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §6Orange Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §fWhite Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §8Black Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §cRed Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §2Green Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §6Brown Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §1Blue Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §5Purple Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §3Cyan Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §7Light Grey Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §8Grey Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §dPink Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §aLime Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §eYellow Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §9Light Blue Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §dMagenta Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §6Orange Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §fWhite Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §8Black Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §cRed Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §2Green Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §6Brown Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §1Blue Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §5Purple Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §3Cyan Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §7Light Grey Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §8Grey Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §dPink Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §aLime Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §eYellow Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §9Light Blue Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §dMagenta Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §6Orange Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §fWhite Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §8Black Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §cRed Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §2Green Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §6Brown Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §1Blue Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §5Purple Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §3Cyan Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §7Light Grey Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §8Grey Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §dPink Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §aLime Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §eYellow Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §9Light Blue Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §dMagenta Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §6Orange Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §fWhite Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - Salt Block
chiselsandbits:block_bit:0, Chiseled Bit - Basalt Paver
chiselsandbits:block_bit:0, Chiseled Bit - Basalt Poison
chiselsandbits:block_bit:0, Chiseled Bit - Basalt Sunken Tile
chiselsandbits:block_bit:0, Chiseled Bit - Basalt Vault
chiselsandbits:block_bit:0, Chiseled Bit - Basalt Sunken
chiselsandbits:block_bit:0, Chiseled Bit - Basalt Knotted
chiselsandbits:block_bit:0, Chiseled Bit - Checkered
chiselsandbits:block_bit:0, Chiseled Bit - Checkered Border
chiselsandbits:block_bit:0, Chiseled Bit - Checkered Small
chiselsandbits:block_bit:0, Chiseled Bit - Checkered Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Checkered Small Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Dwarven Embedded Plate
chiselsandbits:block_bit:0, Chiseled Bit - Dwarven Bordered Pillar
chiselsandbits:block_bit:0, Chiseled Bit - Dwarven Stone Altar
chiselsandbits:block_bit:0, Chiseled Bit - Dwarven Carved Snake
chiselsandbits:block_bit:0, Chiseled Bit - Dwarven Carved Figures
chiselsandbits:block_bit:0, Chiseled Bit - Dwarven Reinforced Brick
chiselsandbits:block_bit:0, Chiseled Bit - Dwarven Scale Pillar
chiselsandbits:block_bit:0, Chiseled Bit - Dwarven Worm Gear
chiselsandbits:block_bit:0, Chiseled Bit - Dwarven Ray Carving
chiselsandbits:block_bit:0, Chiseled Bit - Dwarven Knot
chiselsandbits:block_bit:0, Chiseled Bit - Dwarven Mask
chiselsandbits:block_bit:0, Chiseled Bit - Dwarven Panel
chiselsandbits:block_bit:0, Chiseled Bit - Dwarven Vent
chiselsandbits:block_bit:0, Chiseled Bit - Dwarven Path Lighting
chiselsandbits:block_bit:0, Chiseled Bit - Dwarven Burning Vent
chiselsandbits:block_bit:0, Chiseled Bit - Dwarven Gaslit Vent
chiselsandbits:block_bit:0, Chiseled Bit - Stone Paver
chiselsandbits:block_bit:0, Chiseled Bit - Stone Knot
chiselsandbits:block_bit:0, Chiseled Bit - Endstone Paver
chiselsandbits:block_bit:0, Chiseled Bit - Endstone Checkered Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Oak Trim
chiselsandbits:block_bit:0, Chiseled Bit - Oak Trim
chiselsandbits:block_bit:0, Chiseled Bit - Oak Trim
chiselsandbits:block_bit:0, Chiseled Bit - Oak Trim
chiselsandbits:block_bit:0, Chiseled Bit - Oak Trim
chiselsandbits:block_bit:0, Chiseled Bit - Oak Trim
chiselsandbits:block_bit:0, Chiseled Bit - Kitchen Floor
chiselsandbits:block_bit:0, Chiseled Bit - Soot-covered Machine Casing
chiselsandbits:block_bit:0, Chiseled Bit - Glitch Infused Block
chiselsandbits:block_bit:0, Chiseled Bit - Clinker Brick Block
chiselsandbits:block_bit:0, Chiseled Bit - Stained Clinker Brick Block
chiselsandbits:block_bit:0, Chiseled Bit - Slag Brick Block
chiselsandbits:block_bit:0, Chiseled Bit - Rebar Concrete Block
chiselsandbits:block_bit:0, Chiseled Bit - Rebar Concrete Tile
chiselsandbits:block_bit:0, Chiseled Bit - Gas Concrete Block
chiselsandbits:block_bit:0, Chiseled Bit - Treated Wood Table
chiselsandbits:block_bit:0, Chiseled Bit - Steel Table
chiselsandbits:block_bit:0, Chiseled Bit - Treated Wood Side Table
chiselsandbits:block_bit:0, Chiseled Bit - Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Bauxite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Lead Ore
chiselsandbits:block_bit:0, Chiseled Bit - Silver Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nickel Ore
chiselsandbits:block_bit:0, Chiseled Bit - Uranium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Block of Copper
chiselsandbits:block_bit:0, Chiseled Bit - Block of Aluminium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Lead
chiselsandbits:block_bit:0, Chiseled Bit - Block of Silver
chiselsandbits:block_bit:0, Chiseled Bit - Block of Nickel
chiselsandbits:block_bit:0, Chiseled Bit - Block of Uranium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Constantan
chiselsandbits:block_bit:0, Chiseled Bit - Block of Electrum
chiselsandbits:block_bit:0, Chiseled Bit - Block of Steel
chiselsandbits:block_bit:0, Chiseled Bit - Coke Brick
chiselsandbits:block_bit:0, Chiseled Bit - Blast Brick
chiselsandbits:block_bit:0, Chiseled Bit - Reinforced Blast Brick
chiselsandbits:block_bit:0, Chiseled Bit - Block of Coal Coke
chiselsandbits:block_bit:0, Chiseled Bit - Hempcrete
chiselsandbits:block_bit:0, Chiseled Bit - Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Concrete Tile
chiselsandbits:block_bit:0, Chiseled Bit - Leaded Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Insulating Glass
chiselsandbits:block_bit:0, Chiseled Bit - Kiln Brick
chiselsandbits:block_bit:0, Chiseled Bit - Treated Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Treated Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Treated Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Copper Sheetmetal
chiselsandbits:block_bit:0, Chiseled Bit - Aluminium Sheetmetal
chiselsandbits:block_bit:0, Chiseled Bit - Lead Sheetmetal
chiselsandbits:block_bit:0, Chiseled Bit - Silver Sheetmetal
chiselsandbits:block_bit:0, Chiseled Bit - Nickel Sheetmetal
chiselsandbits:block_bit:0, Chiseled Bit - Uranium Sheetmetal
chiselsandbits:block_bit:0, Chiseled Bit - Constantan Sheetmetal
chiselsandbits:block_bit:0, Chiseled Bit - Electrum Sheetmetal
chiselsandbits:block_bit:0, Chiseled Bit - Steel Sheetmetal
chiselsandbits:block_bit:0, Chiseled Bit - Iron Sheetmetal
chiselsandbits:block_bit:0, Chiseled Bit - Gold Sheetmetal
chiselsandbits:block_bit:0, Chiseled Bit - Copper Coil Block
chiselsandbits:block_bit:0, Chiseled Bit - Electrum Coil Block
chiselsandbits:block_bit:0, Chiseled Bit - High-Voltage Coil Block
chiselsandbits:block_bit:0, Chiseled Bit - Redstone Engineering Block
chiselsandbits:block_bit:0, Chiseled Bit - Light Engineering Block
chiselsandbits:block_bit:0, Chiseled Bit - Heavy Engineering Block
chiselsandbits:block_bit:0, Chiseled Bit - Generator Block
chiselsandbits:block_bit:0, Chiseled Bit - Radiator Block
chiselsandbits:block_bit:0, Chiseled Bit - Yellorium Block
chiselsandbits:block_bit:0, Chiseled Bit - Anglesite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Blutonium Block
chiselsandbits:block_bit:0, Chiseled Bit - Benitoite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Steel Block
chiselsandbits:block_bit:0, Chiseled Bit - Graphite Block
chiselsandbits:block_bit:0, Chiseled Bit - Cyanite Block
chiselsandbits:block_bit:0, Chiseled Bit - Yellorite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Ludicrite Block
chiselsandbits:block_bit:0, Chiseled Bit - Wither Boss Death Muffler
chiselsandbits:block_bit:0, Chiseled Bit - Ender Dragon Death Muffler
chiselsandbits:block_bit:0, Chiseled Bit - Dark Oak Stone
chiselsandbits:block_bit:0, Chiseled Bit - Topiary Grass
chiselsandbits:block_bit:0, Chiseled Bit - Bluegrass
chiselsandbits:block_bit:0, Chiseled Bit - Autumnal Grass
chiselsandbits:block_bit:0, Chiseled Bit - Maple Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Silverbell Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Amaranth Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Tiger Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Willow Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Eucalyptus Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Hopseed Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Sakura Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Redwood Bark
chiselsandbits:block_bit:0, Chiseled Bit - Redwood
chiselsandbits:block_bit:0, Chiseled Bit - Redwood Root
chiselsandbits:block_bit:0, Chiseled Bit - Maple Planks
chiselsandbits:block_bit:0, Chiseled Bit - Silverbell Planks
chiselsandbits:block_bit:0, Chiseled Bit - Amaranth Planks
chiselsandbits:block_bit:0, Chiseled Bit - Tigerwood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Willow Planks
chiselsandbits:block_bit:0, Chiseled Bit - Eucalyptus Planks
chiselsandbits:block_bit:0, Chiseled Bit - Hopseed Planks
chiselsandbits:block_bit:0, Chiseled Bit - Sakura Planks
chiselsandbits:block_bit:0, Chiseled Bit - Redwood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Ghostwood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Darkwood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Fusewood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Bloodwood
chiselsandbits:block_bit:0, Chiseled Bit - Bloodwood
chiselsandbits:block_bit:0, Chiseled Bit - Ghostwood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Bloodwood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Darkwood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Fusewood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Tainted Soil
chiselsandbits:block_bit:0, Chiseled Bit - Tainted Soil
chiselsandbits:block_bit:0, Chiseled Bit - Tainted Soil
chiselsandbits:block_bit:0, Chiseled Bit - Inactive Respawn Obelisk
chiselsandbits:block_bit:0, Chiseled Bit - Maple Bookshelf
chiselsandbits:block_bit:0, Chiseled Bit - Maple Bookshelf
chiselsandbits:block_bit:0, Chiseled Bit - Maple Bookshelf
chiselsandbits:block_bit:0, Chiseled Bit - Maple Bookshelf
chiselsandbits:block_bit:0, Chiseled Bit - Maple Bookshelf
chiselsandbits:block_bit:0, Chiseled Bit - Maple Bookshelf
chiselsandbits:block_bit:0, Chiseled Bit - Maple Bookshelf
chiselsandbits:block_bit:0, Chiseled Bit - Maple Bookshelf
chiselsandbits:block_bit:0, Chiseled Bit - Maple Bookshelf
chiselsandbits:block_bit:0, Chiseled Bit - Maple Workbench
chiselsandbits:block_bit:0, Chiseled Bit - Silverbell Workbench
chiselsandbits:block_bit:0, Chiseled Bit - Amaranth Workbench
chiselsandbits:block_bit:0, Chiseled Bit - Tiger Workbench
chiselsandbits:block_bit:0, Chiseled Bit - Willow Workbench
chiselsandbits:block_bit:0, Chiseled Bit - Eucalyptus Workbench
chiselsandbits:block_bit:0, Chiseled Bit - Hopseed Workbench
chiselsandbits:block_bit:0, Chiseled Bit - Sakura Workbench
chiselsandbits:block_bit:0, Chiseled Bit - Redwood Workbench
chiselsandbits:block_bit:0, Chiseled Bit - Ghostwood Bookshelf
chiselsandbits:block_bit:0, Chiseled Bit - Ghostwood Bookshelf
chiselsandbits:block_bit:0, Chiseled Bit - Ghostwood Bookshelf
chiselsandbits:block_bit:0, Chiseled Bit - Ghostwood Bookshelf
chiselsandbits:block_bit:0, Chiseled Bit - Ghostwood Workbench
chiselsandbits:block_bit:0, Chiseled Bit - Bloodwood Workbench
chiselsandbits:block_bit:0, Chiseled Bit - Darkwood Workbench
chiselsandbits:block_bit:0, Chiseled Bit - Fusewood Workbench
chiselsandbits:block_bit:0, Chiseled Bit - Gloomy Netherrack
chiselsandbits:block_bit:0, Chiseled Bit - Lively Netherrack
chiselsandbits:block_bit:0, Chiseled Bit - Fiery Netherrack
chiselsandbits:block_bit:0, Chiseled Bit - Icy Netherrack
chiselsandbits:block_bit:0, Chiseled Bit - Gloomy Nether Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Lively Nether Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Fiery Nether Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Icy Nether Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Basalt
chiselsandbits:block_bit:0, Chiseled Bit - Smooth Basalt
chiselsandbits:block_bit:0, Chiseled Bit - Basalt Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Basalt Pillar
chiselsandbits:block_bit:0, Chiseled Bit - Hyphae
chiselsandbits:block_bit:0, Chiseled Bit - Nether Amethyst Block
chiselsandbits:block_bit:0, Chiseled Bit - Nether Rime Block
chiselsandbits:block_bit:0, Chiseled Bit - Worn Iron Block
chiselsandbits:block_bit:0, Chiseled Bit - Nether Quartz Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Amethyst Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Rime Ore
chiselsandbits:block_bit:0, Chiseled Bit - Brown Elder Mushroom Cap
chiselsandbits:block_bit:0, Chiseled Bit - Red Elder Mushroom Cap
chiselsandbits:block_bit:0, Chiseled Bit - Elder Mushroom Stem mod.chiselsandbits.pretty.axis-Y
chiselsandbits:block_bit:0, Chiseled Bit - Machine Frame
chiselsandbits:block_bit:0, Chiseled Bit - Machine Base
chiselsandbits:block_bit:0, Chiseled Bit - Dimensional Shard Ore
chiselsandbits:block_bit:0, Chiseled Bit - Dimensional Shard Ore
chiselsandbits:block_bit:0, Chiseled Bit - Dimensional Shard Ore
chiselsandbits:block_bit:0, Chiseled Bit - Destination Analyzer Down
chiselsandbits:block_bit:0, Chiseled Bit - Matter Booster Down
chiselsandbits:block_bit:0, Chiseled Bit - Dimensional Blank Block
chiselsandbits:block_bit:0, Chiseled Bit - Dimensional Block
chiselsandbits:block_bit:0, Chiseled Bit - Dimensional Cross 2 Block Down
chiselsandbits:block_bit:0, Chiseled Bit - Dimensional Cross Block Down
chiselsandbits:block_bit:0, Chiseled Bit - Dimensional Pattern 1 Block Down
chiselsandbits:block_bit:0, Chiseled Bit - Dimensional Pattern 2 Block Down
chiselsandbits:block_bit:0, Chiseled Bit - Dimensional Small Blocks
chiselsandbits:block_bit:0, Chiseled Bit - Activity Probe
chiselsandbits:block_bit:0, Chiseled Bit - Reinforced Metal Block
chiselsandbits:block_bit:0, Chiseled Bit - Reinforced Metal Block
chiselsandbits:block_bit:0, Chiseled Bit - Reinforced Metal Block
chiselsandbits:block_bit:0, Chiseled Bit - tile.extra_trim.name
chiselsandbits:block_bit:0, Chiseled Bit - tile.extra_trim.name
chiselsandbits:block_bit:0, Chiseled Bit - tile.extra_trim.name
chiselsandbits:block_bit:0, Chiseled Bit - tile.extra_trim.name
chiselsandbits:block_bit:0, Chiseled Bit - tile.extra_trim.name
chiselsandbits:block_bit:0, Chiseled Bit - tile.extra_trim.name
chiselsandbits:block_bit:0, Chiseled Bit - tile.extra_trim.name
chiselsandbits:block_bit:0, Chiseled Bit - tile.extra_trim.name
chiselsandbits:block_bit:0, Chiseled Bit - tile.extra_trim.name
chiselsandbits:block_bit:0, Chiseled Bit - tile.extra_trim.name
chiselsandbits:block_bit:0, Chiseled Bit - tile.extra_trim.name
chiselsandbits:block_bit:0, Chiseled Bit - tile.extra_trim.name
chiselsandbits:block_bit:0, Chiseled Bit - tile.extra_trim.name
chiselsandbits:block_bit:0, Chiseled Bit - tile.extra_trim.name
chiselsandbits:block_bit:0, Chiseled Bit - tile.extra_trim.name
chiselsandbits:block_bit:0, Chiseled Bit - tile.extra_trim.name
chiselsandbits:block_bit:0, Chiseled Bit - tile.extra_trim.name
chiselsandbits:block_bit:0, Chiseled Bit - tile.extra_trim.name
chiselsandbits:block_bit:0, Chiseled Bit - tile.extra_trim.name
chiselsandbits:block_bit:0, Chiseled Bit - tile.extra_trim.name
